report_month,ticker,revenue_ttm_bn_vnd,net_income_ttm_bn_vnd,eps_ttm_vnd,roe_pct,gross_margin_pct,debt_to_equity,current_ratio,cash_ratio,inventory_ratio_pct,receivable_days,interest_coverage,operating_cashflow_bn_vnd,pre_sales_bn_vnd,backlog_bn_vnd,legal_issue_flag,bond_pressure_flag,project_handover_score,macro_sentiment_idx,mortgage_rate_pct,financing_access_idx,policy_support_idx
2024-11-30 0:00:00,RNZ,1256.8,61.2,54,0.4,13.5,1.0,1.44,0.43,33.3,76.3,3.29,39.1,377.8,620.7,0,0,65.6,61.7,8.51,59.5,50.7
2024-12-31 0:00:00,RNZ,1293.1,82.3,73,0.6,13.8,0.97,1.44,0.44,30.5,69.4,4.14,30.9,366.2,499.8,0,0,59.3,61.7,8.33,64.1,54.7
2025-01-31 0:00:00,RNZ,1253.4,108.8,97,0.8,15.2,1.02,1.57,0.53,26.2,62.0,4.27,47.2,318.2,822.7,1,0,65.5,62.2,8.24,61.8,64.8
2025-02-28 0:00:00,RNZ,1236.9,101.6,90,0.7,13.9,0.97,1.67,0.47,32.8,81.6,4.29,89.4,379.0,1142.0,0,0,72.2,63.6,8.13,62.6,58.0
2025-03-31 0:00:00,RNZ,1292.9,128.7,114,0.9,15.5,1.03,1.68,0.43,38.8,61.9,5.19,52.6,370.8,1067.3,0,0,65.0,65.5,7.99,62.1,62.9
2025-04-30 0:00:00,RNZ,1320.5,114.5,102,0.8,15.7,1.04,1.47,0.54,33.9,65.4,5.23,104.2,402.3,688.2,0,0,67.7,62.8,8.1,60.6,56.6
2025-05-31 0:00:00,RNZ,1296.6,144.1,128,1.0,16.2,0.96,1.59,0.45,32.6,76.6,4.5,146.0,403.6,699.2,0,0,74.1,63.7,8.01,62.6,56.2
2025-06-30 0:00:00,RNZ,1262.7,130.1,115,0.9,14.7,1.24,1.45,0.53,32.7,73.3,2.48,45.2,440.8,738.6,0,0,58.0,66.2,8.01,61.2,58.9
2025-07-31 0:00:00,RNZ,1297.2,120.9,107,0.9,14.3,1.03,1.82,0.51,30.3,85.5,4.95,79.3,445.9,1207.2,0,0,72.7,67.8,8.13,62.1,64.5
2025-08-31 0:00:00,RNZ,1375.0,117.8,105,0.8,14.8,1.01,1.69,0.42,32.0,75.1,5.89,69.9,387.2,1186.0,0,0,58.5,61.2,8.1,66.3,62.7
2025-09-30 0:00:00,RNZ,1349.1,113.7,101,0.8,17.0,0.96,1.68,0.52,22.0,81.3,5.21,70.7,407.6,595.3,0,0,70.4,65.9,8.14,64.6,52.0
2025-10-31 0:00:00,RNZ,1289.1,101.8,90,0.7,13.4,1.03,1.5,0.49,28.5,73.2,4.47,85.0,400.2,903.8,0,0,62.9,62.8,8.12,62.0,68.6
2025-11-30 0:00:00,RNZ,1223.7,70.9,63,0.5,14.5,1.01,1.73,0.42,37.0,68.3,4.41,61.2,401.4,1021.7,0,0,55.4,65.9,7.95,61.2,48.3
2025-12-31 0:00:00,RNZ,1341.8,137.8,122,1.0,18.0,0.97,1.38,0.57,36.1,57.0,5.1,52.2,445.2,1238.0,0,0,78.9,66.4,8.08,63.0,67.4
2021-01-31 0:00:00,RSE,1642.7,160.3,560,4.8,17.7,1.22,1.55,0.44,36.5,64.8,4.54,146.2,1311.5,2710.1,1,0,69.4,63.2,8.7,60.1,50.3
2021-02-28 0:00:00,RSE,1648.8,127.1,444,3.8,16.6,1.15,1.7,0.55,42.2,48.9,6.16,47.8,1297.0,2959.8,1,1,60.6,63.9,8.79,63.2,53.8
2021-03-31 0:00:00,RSE,1596.7,215.3,752,6.5,19.6,1.19,1.58,0.4,45.2,71.9,3.41,154.5,1291.2,2058.4,0,0,66.7,68.5,8.85,57.0,45.0
2021-04-30 0:00:00,RSE,1563.5,165.7,578,5.0,17.9,1.09,1.49,0.42,44.4,68.2,4.52,74.9,1524.4,2303.6,0,0,65.2,70.5,8.89,56.4,48.3
2021-05-31 0:00:00,RSE,1494.0,167.4,585,5.1,16.9,1.02,1.72,0.45,44.3,55.8,5.16,98.3,1410.3,2588.0,0,0,66.8,63.1,8.9,63.6,46.6
2021-06-30 0:00:00,RSE,1604.9,209.6,732,6.3,18.8,1.13,1.62,0.37,40.8,58.0,4.41,210.0,1389.4,3170.1,0,0,62.0,62.8,8.87,63.1,59.2
2021-07-31 0:00:00,RSE,1535.4,171.5,599,5.2,16.0,1.05,1.65,0.46,40.6,56.9,5.13,103.0,1167.0,3367.7,1,0,66.2,58.1,8.82,62.8,42.6
2021-08-31 0:00:00,RSE,1458.6,115.9,405,3.5,15.7,1.2,1.58,0.48,42.1,57.4,4.18,114.4,1068.5,2164.1,0,0,75.5,58.3,8.74,60.5,47.2
2021-09-30 0:00:00,RSE,1486.1,111.5,389,3.4,15.6,1.21,1.59,0.44,42.4,64.9,5.56,56.4,1142.4,1999.6,0,0,68.7,55.0,8.64,58.9,51.1
2021-10-31 0:00:00,RSE,1457.3,143.6,501,4.3,16.5,1.04,1.53,0.44,40.3,61.6,5.26,59.8,1206.0,2080.4,0,0,83.3,57.9,8.54,62.6,42.1
2021-11-30 0:00:00,RSE,1437.8,160.4,560,4.8,17.4,1.09,1.44,0.55,46.4,59.6,4.97,60.3,1245.0,2165.9,0,0,69.5,58.3,8.45,63.5,40.6
2021-12-31 0:00:00,RSE,1437.6,91.5,319,2.8,15.6,1.06,1.59,0.52,45.9,47.7,5.12,59.1,1006.4,1340.5,0,0,74.2,59.9,8.37,63.8,51.4
2022-01-31 0:00:00,RSE,1510.2,116.0,405,3.5,14.7,1.26,1.34,0.39,42.9,52.8,2.36,80.5,1405.6,2516.8,0,0,65.8,56.0,9.39,57.2,53.3
2022-02-28 0:00:00,RSE,1524.5,148.6,519,4.5,17.0,1.14,1.49,0.42,37.6,62.8,5.84,111.8,1230.4,3674.3,0,0,68.7,60.8,9.33,52.8,52.1
2022-03-31 0:00:00,RSE,1543.0,137.8,481,4.2,16.9,1.27,1.3,0.41,44.2,66.4,4.01,121.0,1091.7,2852.2,0,0,63.1,54.1,9.45,51.0,61.5
2022-04-30 0:00:00,RSE,1534.1,208.5,728,6.3,19.3,1.16,1.59,0.43,40.8,70.6,6.33,143.3,981.5,2050.6,0,0,57.2,52.8,9.58,54.7,49.5
2022-05-31 0:00:00,RSE,1502.9,141.1,493,4.3,15.9,1.26,1.68,0.42,47.5,72.4,4.43,97.4,1192.1,1886.5,0,0,69.5,50.4,9.86,48.0,51.8
2022-06-30 0:00:00,RSE,1404.4,140.1,489,4.2,17.5,1.19,1.64,0.4,43.9,53.4,4.75,105.0,980.6,2598.9,0,0,62.1,54.8,10.0,49.1,47.5
2022-07-31 0:00:00,RSE,1403.6,112.1,391,3.4,15.7,1.2,1.33,0.38,38.0,51.6,4.7,75.8,1022.9,2063.1,1,0,69.7,48.0,10.07,47.9,54.6
2022-08-31 0:00:00,RSE,1325.9,96.9,338,2.9,13.4,1.23,1.48,0.47,43.3,54.6,3.09,33.4,1105.1,3125.4,1,0,69.1,43.7,10.34,46.7,51.9
2022-09-30 0:00:00,RSE,1269.3,100.4,350,3.0,14.3,1.36,1.49,0.35,40.5,49.1,3.26,49.9,985.5,2936.4,0,1,51.4,44.2,10.53,49.5,54.8
2022-10-31 0:00:00,RSE,1283.1,90.3,315,2.7,16.5,1.14,1.52,0.52,38.2,69.3,4.37,69.4,955.0,1537.8,0,0,75.8,42.2,10.63,46.2,42.0
2022-11-30 0:00:00,RSE,1346.9,64.3,225,1.9,13.3,1.42,1.58,0.46,42.4,57.4,2.26,11.9,856.1,2010.4,0,0,72.3,44.9,10.74,45.4,50.9
2022-12-31 0:00:00,RSE,1318.4,92.9,324,2.8,14.0,1.13,1.58,0.43,40.9,55.6,5.25,42.5,1032.9,2377.0,0,0,73.1,44.7,11.0,45.9,35.7
2023-01-31 0:00:00,RSE,1327.2,89.1,311,2.7,14.0,1.24,1.42,0.39,41.2,72.1,2.68,73.6,852.1,2156.9,0,0,59.9,43.3,10.48,39.5,50.5
2023-02-28 0:00:00,RSE,1329.8,43.2,151,1.3,13.2,1.26,1.52,0.45,39.6,76.7,3.37,10.3,1091.9,2715.5,0,0,78.2,47.4,10.21,44.5,45.4
2023-03-31 0:00:00,RSE,1354.6,103.1,360,3.1,12.3,1.41,1.63,0.37,40.7,75.4,3.94,82.7,1073.3,2819.4,0,0,68.2,43.8,10.29,43.6,52.3
2023-04-30 0:00:00,RSE,1314.3,98.9,345,3.0,14.7,1.35,1.41,0.46,47.7,50.5,3.43,83.1,1045.8,2093.7,0,0,68.5,41.8,10.15,46.8,49.1
2023-05-31 0:00:00,RSE,1253.2,104.4,365,3.2,13.2,1.29,1.45,0.38,46.8,60.1,2.87,61.3,865.7,1595.6,0,0,65.3,47.9,9.64,48.8,48.4
2023-06-30 0:00:00,RSE,1287.1,132.2,461,4.0,14.6,1.28,1.48,0.53,47.6,63.7,3.51,87.9,743.0,1689.5,0,0,64.8,46.8,9.55,46.1,53.5
2023-07-31 0:00:00,RSE,1338.5,124.4,434,3.8,15.3,1.17,1.43,0.5,43.2,63.6,5.15,43.6,1067.3,1698.8,0,0,62.3,48.5,9.49,48.1,52.6
2023-08-31 0:00:00,RSE,1302.5,118.4,413,3.6,13.1,1.18,1.66,0.43,46.6,59.6,4.07,77.1,1103.6,2747.4,0,0,69.8,47.6,9.46,45.8,56.3
2023-09-30 0:00:00,RSE,1367.2,109.9,384,3.3,17.2,1.18,1.35,0.38,39.8,67.0,3.85,78.9,933.3,2120.5,0,0,55.6,52.2,8.97,54.3,55.0
2023-10-31 0:00:00,RSE,1403.1,127.5,445,3.8,14.5,1.08,1.5,0.39,40.7,61.4,5.19,53.3,1149.6,2374.2,1,0,63.6,52.0,8.88,50.2,49.0
2023-11-30 0:00:00,RSE,1396.4,118.9,415,3.6,16.5,1.14,1.78,0.41,42.5,62.0,5.52,76.4,1218.1,2483.4,1,0,67.1,51.4,8.84,51.9,45.4
2023-12-31 0:00:00,RSE,1454.6,112.3,392,3.4,15.2,1.16,1.41,0.38,47.7,60.5,4.93,82.8,1095.2,1475.3,0,1,71.3,53.0,8.61,53.7,53.7
2024-01-31 0:00:00,RSE,1519.3,95.1,332,2.9,15.9,1.21,1.3,0.41,40.2,60.9,4.81,54.0,1192.6,3326.9,0,0,57.5,54.4,8.81,53.3,53.8
2024-02-29 0:00:00,RSE,1436.1,175.0,611,5.3,17.0,1.07,1.52,0.48,42.1,59.1,5.07,141.7,1024.8,1784.2,0,0,63.0,56.2,8.84,54.6,47.2
2024-03-31 0:00:00,RSE,1385.5,88.6,309,2.7,15.9,1.06,1.56,0.32,38.9,57.8,3.82,29.3,921.1,1461.0,0,0,60.9,53.6,8.91,54.6,63.8
2024-04-30 0:00:00,RSE,1385.0,153.0,534,4.6,17.0,1.02,1.59,0.48,40.9,64.4,4.87,50.1,1079.9,2626.6,0,0,79.4,53.9,8.89,56.1,63.5
2024-05-31 0:00:00,RSE,1356.9,147.7,516,4.5,18.5,1.32,1.8,0.38,40.9,47.0,4.55,92.3,1123.5,2920.5,0,0,49.7,62.7,8.85,56.2,59.0
2024-06-30 0:00:00,RSE,1425.8,170.0,594,5.1,18.2,1.12,1.73,0.38,35.9,63.6,5.07,112.0,1114.4,2645.6,1,0,66.2,57.5,8.7,57.0,60.0
2024-07-31 0:00:00,RSE,1528.7,100.6,351,3.0,16.5,1.1,1.61,0.44,42.1,47.4,4.07,46.9,1210.3,3035.2,0,0,61.7,62.1,8.59,62.3,62.5
2024-08-31 0:00:00,RSE,1579.2,215.5,753,6.5,19.5,1.08,1.44,0.48,42.5,56.6,6.82,150.5,1335.8,2683.5,0,0,69.2,63.5,8.59,60.1,58.4
2024-09-30 0:00:00,RSE,1576.4,134.7,470,4.1,15.7,1.27,1.48,0.39,44.0,49.4,4.29,74.7,1352.4,3564.8,0,0,65.6,58.3,8.55,60.6,62.2
2024-10-31 0:00:00,RSE,1554.1,127.8,446,3.9,15.0,1.09,1.6,0.44,49.4,50.5,5.08,77.7,1095.6,2066.5,0,1,78.0,58.0,8.31,56.2,53.2
2024-11-30 0:00:00,RSE,1673.0,150.4,525,4.5,16.6,1.1,1.5,0.48,37.3,48.3,5.45,82.1,1293.6,3853.9,0,0,61.6,61.7,8.51,59.5,50.7
2024-12-31 0:00:00,RSE,1660.0,197.6,690,6.0,16.7,1.11,1.64,0.54,43.1,45.4,5.21,138.4,1349.7,3845.7,1,0,66.4,61.7,8.33,64.1,54.7
2025-01-31 0:00:00,RSE,1599.3,82.1,287,2.5,15.0,1.03,1.61,0.41,35.0,59.6,6.09,53.6,1314.1,2126.6,0,0,71.6,62.2,8.24,61.8,64.8
2025-02-28 0:00:00,RSE,1643.6,199.0,695,6.0,18.1,1.03,1.59,0.45,50.2,58.6,4.14,164.2,1376.3,3751.9,0,0,70.2,63.6,8.13,62.6,58.0
2025-03-31 0:00:00,RSE,1654.3,204.6,714,6.2,18.2,1.09,1.4,0.49,47.4,59.3,5.8,156.1,1233.8,2360.5,0,0,72.5,65.5,7.99,62.1,62.9
2025-04-30 0:00:00,RSE,1726.1,149.9,523,4.5,17.6,1.02,1.6,0.53,46.2,63.6,5.69,106.0,1597.6,4346.4,0,0,71.6,62.8,8.1,60.6,56.6
2025-05-31 0:00:00,RSE,1650.0,217.3,759,6.6,18.1,1.16,1.82,0.43,42.8,49.5,4.15,188.7,1546.7,3469.1,0,0,73.7,63.7,8.01,62.6,56.2
2025-06-30 0:00:00,RSE,1722.2,218.6,763,6.6,17.7,1.16,1.63,0.44,40.7,53.1,5.81,117.0,1733.0,2997.1,0,0,70.3,66.2,8.01,61.2,58.9
2025-07-31 0:00:00,RSE,1674.7,182.2,636,5.5,17.8,1.08,1.48,0.42,42.6,52.8,6.3,144.5,1595.2,2698.5,0,0,71.0,67.8,8.13,62.1,64.5
2025-08-31 0:00:00,RSE,1614.8,181.5,634,5.5,16.1,1.06,1.73,0.43,40.9,56.5,5.07,99.8,1147.8,2082.8,0,0,65.5,61.2,8.1,66.3,62.7
2025-09-30 0:00:00,RSE,1535.5,145.0,506,4.4,19.0,1.04,1.42,0.44,41.8,57.5,5.61,118.4,1267.4,2809.7,0,0,69.1,65.9,8.14,64.6,52.0
2025-10-31 0:00:00,RSE,1535.8,155.2,542,4.7,17.6,1.05,1.82,0.45,43.9,53.7,5.49,80.6,1314.2,2483.6,1,0,61.1,62.8,8.12,62.0,68.6
2025-11-30 0:00:00,RSE,1440.6,208.4,728,6.3,19.3,1.13,1.52,0.36,42.4,49.4,5.18,209.1,1423.5,2439.1,0,0,64.0,65.9,7.95,61.2,48.3
2025-12-31 0:00:00,RSE,1586.9,200.5,700,6.1,17.6,1.12,1.69,0.47,41.6,52.1,4.74,161.4,1227.3,2510.5,0,0,65.8,66.4,8.08,63.0,67.4
2021-01-31 0:00:00,RTP,1175.3,132.1,1560,12.3,20.1,1.45,1.46,0.36,42.5,71.2,5.98,100.5,1144.8,1472.8,1,0,63.5,63.2,8.7,60.1,50.3
2021-02-28 0:00:00,RTP,1204.3,187.8,2217,17.5,21.3,1.55,1.38,0.45,42.2,63.7,4.83,125.4,1107.8,2577.0,0,0,64.6,63.9,8.79,63.2,53.8
2021-03-31 0:00:00,RTP,1200.6,196.2,2317,18.3,22.8,1.58,1.47,0.4,41.3,79.9,3.99,188.6,1068.0,2186.5,0,0,57.1,68.5,8.85,57.0,45.0
2021-04-30 0:00:00,RTP,1174.7,193.3,2282,18.1,21.2,1.55,1.44,0.43,39.2,73.2,4.88,95.8,974.4,2836.7,1,0,69.1,70.5,8.89,56.4,48.3
2021-05-31 0:00:00,RTP,1231.1,164.7,1945,15.4,19.1,1.42,1.7,0.48,34.0,61.2,3.42,102.1,1023.4,2668.5,0,0,63.5,63.1,8.9,63.6,46.6
2021-06-30 0:00:00,RTP,1262.0,155.2,1832,14.5,21.9,1.57,1.42,0.44,43.9,65.0,2.97,82.5,1039.1,1538.7,0,0,74.0,62.8,8.87,63.1,59.2
2021-07-31 0:00:00,RTP,1239.7,204.1,2410,19.1,21.4,1.57,1.42,0.46,40.9,62.8,4.48,215.5,1090.7,2676.3,0,0,65.8,58.1,8.82,62.8,42.6
2021-08-31 0:00:00,RTP,1230.5,167.9,1982,15.7,19.3,1.48,1.46,0.35,36.3,68.4,3.95,143.9,911.3,2043.9,1,0,57.1,58.3,8.74,60.5,47.2
2021-09-30 0:00:00,RTP,1178.6,143.9,1698,13.4,19.9,1.61,1.47,0.37,40.4,60.4,4.77,131.4,798.0,1701.1,1,0,68.7,55.0,8.64,58.9,51.1
2021-10-31 0:00:00,RTP,1218.7,188.8,2229,17.6,19.9,1.6,1.32,0.43,39.9,58.3,3.28,153.6,976.6,2042.4,0,0,65.4,57.9,8.54,62.6,42.1
2021-11-30 0:00:00,RTP,1211.0,142.2,1679,13.3,20.5,1.43,1.67,0.45,48.2,63.2,5.62,88.3,926.3,1600.9,0,0,70.7,58.3,8.45,63.5,40.6
2021-12-31 0:00:00,RTP,1227.7,108.1,1276,10.1,17.9,1.51,1.44,0.42,47.5,59.6,3.73,66.0,1025.6,3014.8,1,0,63.4,59.9,8.37,63.8,51.4
2022-01-31 0:00:00,RTP,1220.1,156.5,1848,14.6,18.0,1.6,1.62,0.37,46.4,77.0,2.35,107.6,956.6,1953.6,0,0,68.9,56.0,9.39,57.2,53.3
2022-02-28 0:00:00,RTP,1245.8,160.0,1889,14.9,20.0,1.63,1.5,0.39,43.4,72.5,3.36,84.5,1064.7,1541.2,0,0,67.1,60.8,9.33,52.8,52.1
2022-03-31 0:00:00,RTP,1255.8,182.1,2150,17.0,19.3,1.62,1.33,0.28,48.3,70.9,3.55,151.2,988.4,2167.1,0,0,68.1,54.1,9.45,51.0,61.5
2022-04-30 0:00:00,RTP,1207.8,161.9,1911,15.1,19.0,1.65,1.54,0.45,42.9,79.4,3.85,80.2,1044.1,3028.8,1,0,72.6,52.8,9.58,54.7,49.5
2022-05-31 0:00:00,RTP,1174.4,136.6,1613,12.8,18.3,1.65,1.35,0.39,41.0,69.5,3.99,85.6,919.2,1544.1,0,0,64.3,50.4,9.86,48.0,51.8
2022-06-30 0:00:00,RTP,1131.2,101.0,1192,9.4,18.8,1.62,1.5,0.33,41.5,65.5,4.29,70.7,850.6,2108.3,0,0,65.0,54.8,10.0,49.1,47.5
2022-07-31 0:00:00,RTP,1125.1,127.4,1504,11.9,18.3,1.7,1.38,0.33,36.3,84.0,2.84,59.9,716.2,1384.3,1,1,64.1,48.0,10.07,47.9,54.6
2022-08-31 0:00:00,RTP,1105.3,96.9,1144,9.1,15.7,1.88,1.56,0.37,40.4,87.0,2.43,98.9,823.5,2116.9,0,0,68.7,43.7,10.34,46.7,51.9
2022-09-30 0:00:00,RTP,1182.5,142.5,1683,13.3,17.1,1.82,1.41,0.37,40.0,85.3,2.52,92.7,748.7,1543.0,0,0,56.2,44.2,10.53,49.5,54.8
2022-10-31 0:00:00,RTP,1180.4,144.4,1705,13.5,17.8,1.67,1.29,0.32,40.3,64.1,4.14,111.0,760.1,1933.3,0,0,72.7,42.2,10.63,46.2,42.0
2022-11-30 0:00:00,RTP,1129.5,106.2,1254,9.9,16.4,1.82,1.11,0.34,46.3,76.7,3.98,92.8,716.9,1676.6,0,1,60.7,44.9,10.74,45.4,50.9
2022-12-31 0:00:00,RTP,1063.0,68.1,804,6.4,15.2,1.82,1.31,0.32,42.1,71.6,3.14,33.0,882.9,2061.5,0,0,60.4,44.7,11.0,45.9,35.7
2023-01-31 0:00:00,RTP,1063.3,91.2,1076,8.5,14.5,1.75,1.63,0.37,44.3,85.2,2.64,39.9,793.6,1302.0,0,0,66.9,43.3,10.48,39.5,50.5
2023-02-28 0:00:00,RTP,1099.7,48.6,573,4.5,14.6,1.94,1.05,0.39,44.9,77.9,0.38,31.8,818.3,1588.4,1,0,53.7,47.4,10.21,44.5,45.4
2023-03-31 0:00:00,RTP,1102.0,118.4,1398,11.1,17.1,1.88,1.54,0.28,43.1,88.7,4.2,54.5,949.4,1891.6,0,0,60.4,43.8,10.29,43.6,52.3
2023-04-30 0:00:00,RTP,1068.1,120.6,1424,11.3,16.6,1.76,1.5,0.41,38.1,87.1,4.02,62.8,784.4,1969.9,1,0,60.9,41.8,10.15,46.8,49.1
2023-05-31 0:00:00,RTP,1037.8,97.5,1151,9.1,17.2,1.67,1.51,0.45,38.1,69.3,5.09,93.2,718.6,997.2,0,0,62.1,47.9,9.64,48.8,48.4
2023-06-30 0:00:00,RTP,1106.7,110.4,1304,10.3,16.4,1.7,1.32,0.3,47.8,81.0,3.44,88.0,1004.1,1475.7,0,0,64.9,46.8,9.55,46.1,53.5
2023-07-31 0:00:00,RTP,1047.9,111.4,1316,10.4,17.5,1.61,1.46,0.45,45.3,67.5,3.84,71.3,688.9,908.8,0,0,69.8,48.5,9.49,48.1,52.6
2023-08-31 0:00:00,RTP,1102.3,114.7,1355,10.7,16.9,1.74,1.18,0.41,41.2,85.6,3.66,58.0,883.0,2219.7,0,0,65.7,47.6,9.46,45.8,56.3
2023-09-30 0:00:00,RTP,1149.0,105.6,1246,9.9,17.3,1.61,1.38,0.41,46.1,70.2,5.15,92.0,888.8,2204.4,0,0,69.7,52.2,8.97,54.3,55.0
2023-10-31 0:00:00,RTP,1122.5,107.0,1263,10.0,18.1,1.6,1.38,0.37,40.6,63.4,3.58,56.3,895.6,1593.5,0,0,73.2,52.0,8.88,50.2,49.0
2023-11-30 0:00:00,RTP,1183.9,145.3,1715,13.6,19.0,1.66,1.34,0.38,42.3,59.3,4.18,141.0,969.0,2574.9,0,0,62.5,51.4,8.84,51.9,45.4
2023-12-31 0:00:00,RTP,1181.7,129.7,1531,12.1,15.5,1.5,1.41,0.43,45.5,61.5,2.12,90.8,892.9,1593.6,0,0,68.0,53.0,8.61,53.7,53.7
2024-01-31 0:00:00,RTP,1187.2,147.9,1746,13.8,17.0,1.66,1.57,0.35,44.4,76.9,3.43,84.0,851.5,1484.1,1,0,63.2,54.4,8.81,53.3,53.8
2024-02-29 0:00:00,RTP,1114.7,128.3,1514,12.0,19.9,1.59,1.39,0.38,40.3,54.5,4.58,116.3,982.6,1687.9,0,0,67.4,56.2,8.84,54.6,47.2
2024-03-31 0:00:00,RTP,1102.3,121.5,1434,11.3,17.6,1.52,1.53,0.3,44.6,67.8,4.89,127.3,920.5,1855.3,0,0,66.9,53.6,8.91,54.6,63.8
2024-04-30 0:00:00,RTP,1136.5,141.7,1673,13.2,17.7,1.56,1.53,0.45,38.8,76.5,3.8,59.7,863.8,1418.9,0,0,67.4,53.9,8.89,56.1,63.5
2024-05-31 0:00:00,RTP,1187.6,179.3,2117,16.7,20.9,1.58,1.46,0.46,42.8,66.9,4.13,94.2,955.5,1573.3,0,0,71.2,62.7,8.85,56.2,59.0
2024-06-30 0:00:00,RTP,1223.4,142.2,1679,13.3,18.7,1.47,1.39,0.45,41.9,66.7,4.5,57.3,929.0,1352.4,0,0,71.3,57.5,8.7,57.0,60.0
2024-07-31 0:00:00,RTP,1161.7,122.9,1451,11.5,19.8,1.53,1.58,0.44,46.3,74.1,4.49,87.1,869.6,1765.2,0,0,68.1,62.1,8.59,62.3,62.5
2024-08-31 0:00:00,RTP,1222.6,145.3,1716,13.6,20.1,1.53,1.48,0.42,36.7,70.5,4.71,125.8,945.2,2685.1,1,0,67.5,63.5,8.59,60.1,58.4
2024-09-30 0:00:00,RTP,1192.4,156.5,1848,14.6,19.4,1.61,1.63,0.33,43.1,81.4,3.52,160.7,893.8,2199.1,0,0,69.6,58.3,8.55,60.6,62.2
2024-10-31 0:00:00,RTP,1185.1,163.1,1925,15.2,20.1,1.48,1.56,0.39,42.2,76.6,5.95,140.8,1032.4,2688.7,0,0,57.6,58.0,8.31,56.2,53.2
2024-11-30 0:00:00,RTP,1250.4,158.7,1873,14.8,19.5,1.5,1.34,0.41,41.0,61.0,4.53,168.4,1035.3,2973.9,0,0,68.9,61.7,8.51,59.5,50.7
2024-12-31 0:00:00,RTP,1228.3,120.3,1420,11.2,19.4,1.47,1.81,0.39,40.3,64.5,4.15,126.9,1010.6,2619.1,0,0,63.4,61.7,8.33,64.1,54.7
2025-01-31 0:00:00,RTP,1194.0,118.5,1399,11.1,19.8,1.6,1.38,0.36,45.7,63.2,4.8,76.2,993.8,1649.6,0,0,70.9,62.2,8.24,61.8,64.8
2025-02-28 0:00:00,RTP,1190.2,154.8,1828,14.5,20.4,1.56,1.52,0.49,44.1,63.6,5.24,113.1,965.7,2474.6,0,0,64.3,63.6,8.13,62.6,58.0
2025-03-31 0:00:00,RTP,1276.2,197.0,2326,18.4,21.4,1.7,1.61,0.42,45.9,77.9,4.29,116.7,1184.4,2586.3,0,0,60.9,65.5,7.99,62.1,62.9
2025-04-30 0:00:00,RTP,1309.3,175.0,2066,16.3,19.3,1.64,1.29,0.37,43.0,67.6,2.57,115.6,1034.8,2881.2,0,1,69.0,62.8,8.1,60.6,56.6
2025-05-31 0:00:00,RTP,1302.8,186.8,2206,17.4,20.7,1.49,1.5,0.44,36.5,58.0,5.42,172.2,1075.9,1702.8,0,0,57.9,63.7,8.01,62.6,56.2
2025-06-30 0:00:00,RTP,1273.6,159.5,1883,14.9,21.9,1.46,1.27,0.4,39.0,64.9,6.13,134.6,1148.3,3352.6,0,0,66.8,66.2,8.01,61.2,58.9
2025-07-31 0:00:00,RTP,1308.8,155.0,1830,14.5,21.5,1.42,1.42,0.4,40.8,75.7,5.07,159.1,1066.7,3087.7,0,0,62.8,67.8,8.13,62.1,64.5
2025-08-31 0:00:00,RTP,1283.4,138.5,1635,12.9,20.4,1.61,1.46,0.44,42.3,63.7,4.63,125.0,1072.0,2702.1,0,0,61.3,61.2,8.1,66.3,62.7
2025-09-30 0:00:00,RTP,1312.3,185.4,2189,17.3,20.5,1.67,1.4,0.43,39.7,64.4,4.05,102.1,1214.4,1867.5,0,0,67.5,65.9,8.14,64.6,52.0
2025-10-31 0:00:00,RTP,1326.8,126.1,1489,11.8,19.4,1.56,1.33,0.45,37.6,59.1,3.38,31.8,1138.8,2154.4,0,0,68.7,62.8,8.12,62.0,68.6
2025-11-30 0:00:00,RTP,1284.2,236.6,2793,22.1,23.2,1.61,1.53,0.38,41.1,51.5,4.53,253.6,1164.7,2057.5,0,0,69.4,65.9,7.95,61.2,48.3
2025-12-31 0:00:00,RTP,1335.9,158.0,1865,14.8,20.3,1.41,1.64,0.47,41.2,74.8,4.34,140.7,1148.6,2622.1,0,0,61.5,66.4,8.08,63.0,67.4
2021-01-31 0:00:00,RTR,4226.8,416.8,463,2.9,17.1,1.13,1.46,0.4,40.8,65.0,5.23,217.4,3401.8,6744.9,0,0,68.3,63.2,8.7,60.1,50.3
2021-02-28 0:00:00,RTR,4261.9,507.8,564,3.6,17.6,1.18,1.45,0.53,37.3,63.3,4.45,515.4,3688.1,9418.5,0,0,67.6,63.9,8.79,63.2,53.8
2021-03-31 0:00:00,RTR,4282.8,431.8,479,3.0,19.0,1.26,1.56,0.44,34.5,69.9,4.36,263.2,3382.0,5277.6,0,0,72.6,68.5,8.85,57.0,45.0
2021-04-30 0:00:00,RTR,4297.0,380.6,423,2.7,17.9,1.18,1.39,0.49,40.3,57.7,5.76,169.4,3884.4,7660.3,0,0,84.0,70.5,8.89,56.4,48.3
2021-05-31 0:00:00,RTR,4302.1,494.1,549,3.5,18.5,1.17,1.58,0.43,43.5,72.7,4.72,458.8,3046.3,4473.6,0,0,68.1,63.1,8.9,63.6,46.6
2021-06-30 0:00:00,RTR,4373.7,524.1,582,3.7,18.6,1.2,1.59,0.45,36.0,46.8,5.15,304.2,3333.1,6808.8,0,0,69.9,62.8,8.87,63.1,59.2
